text,label
"The Pakistan Statistical Society Acronym:PSA; also known as the Pakistan Academy of Sciences, is a learned society in Pakistan. Established in 1934, it is the national academy of sciences and engineering.  Pakistan Statistical Society's main objective is to promote the study of statistics and to advance the application of statistics to public welfare. It also publishes journals and books.",1
"Abū Manṣūr Muḥammad ibn Aḥmad al-Azharī (; 282–370 AH/895–980 AD) or simply known as Abu Mansur al-Azhari , was an Arab lexicographer, philologist and grammarian of Arabic. a prominent philologist of his time, known for his talents and the transmitting of philological knowledge. His most important work is Tahdhib al-Lughat (; The Concise Guide of Languages). Biography  Al-Azhari was born in the city of Herat in Khorasan, at the time controlled by the Samanid dynasty. He is known as al-Azhari after an ancestor whose name is Azhar and nothing is known about him. In his youth, al-Azhari travelled to the city of Baghdad, which was considered a center of science, the city was still under the Abbasid rule. Studying in Baghdad, he met the famous contemporary grammarian of the Abbasid court Ibn al-Sari al-Zajjaj (d. 923). According to Ibn Khallikan, Al-Azhari happened to also meet another leading grammarian at the time, Ibn Duraid. In his travels to acquire knowledge of the Arabic language, he left Baghdad to the city of Mecca. Around this time, the Qarmatians are causing havoc in Arabia after revolting against the Abbasids. In 924 AD, as al-Azhari was returning from Mecca back to Baghdad accompanied by a pilgrimage caravan on their way back from Hajj, they were attacked by the Qarmatians led by Abu Tahir al-Jannabi. Many of the pilgrims were slaughtered and their belongings stolen. Al-Azhari however was taken as a prisoner, living his next two years in captivity.  While he lived among the Bedouin Qarmatians, he recorded in his book Tahdhib al-Lughat their way of living and learned their idioms and expressions. Al-Azhari died in his native city of Herat in the year 980 AD.",0
"I miss my guitar. I wish that I had brought one of them with me. I have to be sure to bring my amp and at least one guitar, maybe two of them back from home this weekend. That kind of sucks though, that I let mom borrow the one I really want to bring with me. I am glad though that she taking lessons. Maybe I could teach her some Metallica. I hope she helps Erin pay for that car she wants. But Erin also wants to get it repainted, because she just doesn't like the color. Oh well, I'm glad Erin is getting that car, BMW's are real safe. I should know, I've totaled enough of them. That scares me though, because kids have wrecks, and I've already lost a cousin, I don't know what I would do if I lost my sister. At least they're safe cars. I hope I can get a car for Christmas. I know I totaled a bunch of cars, but I was also an addict when I was in all of those wrecks, and I'm better now, it could be a reward. My doctor is really proud of me. When I told him that I had been clean for 101 days, he was very proud and said that ""a lot of times adults can't even do that, so you must be an adult. "" I was happy about that. I just wish that my dad was as proud, and understanding of how hard this is, and what a real accomplishment this is.",0
"Wow this is actually a cool writing assignment. I would have never expected to be asked to sit here at my computer and just write what I am thinking for a 20 minute period. I have just gotten back from a meeting about the Texas Lonestars organization and LOVED it!  The only problem is that I am just a freshman still getting use to the whole college life and time management thing. I am kind of stressed out (but not nearly as bad as I know I can get sometimes) just because I am pre med and I know that I really need to concentrate on my grades and school work while also getting involved. Getting involved, however has never been a problem for me. I love to be involved in everything. Now that is a problem because if I spread myself too thin I am not going to be able to put forth my best in each venue. I know for sure that I want to do something involving dance because it has been such an intricate part of my life for so long and is truly one of my passions. I am going to try out for the Roustabouts and the Steel Dance Company. I am beginning to get nervous just because I haven't really gotten the chance to practice anywhere here since I've been away from home. I hope that I am able to keep my grades really good while also having fun and enjoying my college experience. I know that I am here to get an education, but it's obvious to everyone that college doesn't just teach you knowlege in your courses that are suppose to be preparation for your career, but it's also a learning experience for life lessons. I feel that just in the week and a half that I have been here I have already become more responsible and determined.      It has been kind of hard switching from not only my hometown to a new, huge city, but also from summer and relaxation and the feeling of ""yey school is over"" to ""wow, my life is just beginning, along with lots of studying that I don't really want to do. ""  My life has just been kind of awkward lately anyway. I know that things are suppose to change when you go off to college in so many ways especially through your habits and relationships and mine definitely has. The fact that my family has been going through changes of its own has made me feel somewhat distant and like I don't belong. Yet, the funny thing is that I don't really care or maybe it's that I don't know how to make the effort to fit in again. My first time to go home will be to a different home than the one that I've lived in for the past four years (even though I lived there when I was younger) and I feel like it will just be weird to see how my family's lives have just king of carried on without me. I won't really understand my mom's relationship with the guy she is dating or how my brother is experiencing or enjoying high school. My dad is perhaps the only one that I will probably still feel just about the same with because I am use to not seeing him all the time. My time is almost up and as of right now I am just really hoping that, even though I may not be showing my priority to God right now, he will really just step into my life and help me control it in the right direction.",0
" In my opinion, study hall is not a waste of time and can be a necessary break from regular classes. Here are some reasons and examples to support this position:  Time for completing homework: Study hall allows students to use their time wisely and complete homework, assignments, or projects they may not have had time to finish at home. It can also help students who struggle with time management to better organize their workload.  Opportunity for focused study: Study hall can provide a quiet and focused environment for students to study for upcoming exams or quizzes without distractions from home or other classes.  Opportunity for extra help: During study hall, students can ask their teachers for extra help or clarification on topics they may not have understood in class. This can help improve their understanding and boost their grades.  Break from regular classes: Study hall can provide a necessary break from regular classes, which can be mentally exhausting. It can also give students a chance to decompress and reduce stress levels.  Time for extracurricular activities: If students do not have any unfinished work, study hall can also give them time to participate in extracurricular activities such as clubs, sports, or music. This can provide a much-needed break from academic work and promote a healthy balance of activities.  In conclusion, study hall is not a waste of time but a necessary break from regular classes. It provides students with opportunities to complete unfinished work, study, seek extra help, and participate in extracurricular activities.                 ",1
"Tolerable daily intake (TDI) refers to the daily amount of a chemical that has been assessed safe for human being on long-term basis (usually whole lifetime). Originally acceptable daily intake (ADI) was introduced in 1961 to define the daily intake of a food additive which, during the entire lifetime, appears to be without appreciable risk. For contaminants and other foreign chemicals not used intentionally, the term TDI is often preferred. Both ADI and TDI are usually assessed based on animal experiments, and it is most often hundreds of times lower than the dose causing no observable adverse effect (NOAEL) in the most sensitive tested animal species. Because the uncertainty factors (safety factors) may vary depending on the quality of data and the type of adverse effect, TDI values are not good estimates of the harmfulness of chemicals, and must be considered administrative tools to set allowable limits for chemicals, rather than scientific measures. The threshold limit value (TLV) of a chemical substance is a level to which it is believed a worker can be exposed day after day for a working lifetime without adverse effects. References",0
"Fire, oh fire, so wild and bright
Dancing flames that light up the night
A force of nature, untamed and free
A captivating sight for all to see

From the smallest ember to the raging blaze
You consume all in your fiery ways
You devour everything in your path
Leaving naught but destruction and ash

Yet, in your midst, there is a beauty
A warmth and a glow that none can deny
A symbol of passion, love and desire
A muse for poets and artists to admire

You bring light to the darkness of the night
A beacon for lost souls to find their way right
You warm up our cold and shivering bones
A friend to the lonely and broken-hearted ones

Fire, oh fire, you are a curious thing
A double-edged sword, a blessing and a curse it seems
But your power and might remains unmatched
A true embodiment of life's fierce and unpredictable patch",1
"High Road is a 2011 American improvised road film written and directed by Will Forte. The film was produced by Forte and Phil Lord, who also co-wrote the film with Forte. The cast includes Forte, Kristen Wiig, Melonie Diaz, Lewis Black, John Slattery, and Jon Hamm.  The film is set on a long stretch of highway in the American Midwest that has been abandoned for years. The only people left are an aging couple (Forte and Wiig) and their young daughter (Diaz). They're trying to make it through the winter while waiting for the road to be fixed so they can go back home.   The film is shot in continuous long takes, with no cuts except for brief moments when the characters break for food or shelter. Critics praised the film's unconventional style and found it difficult to determine where one scene ended and the next began.  High Road was released in select theaters on April 13, 2011, before being released on DVD and Blu-Ray on May 10, 2011.",1
"Ernst Heymann (6 April 1870 - 2 March 1946) was a German jurist from Berlin. In 1889 he put on Breslauer Mary Magdalene School from the matriculation examination. He then studied law at the Silesian Friedrich-Wilhelm University in Breslau until 1892. Heymann was appointed professor at the Friedrich-Wilhelms-Universität zu Berlin in 1899. In 1902 he was appointed to the Chair of Law at the Albertus University of Königsberg, two years later he moved to the University of Marburg. In 1914 he returned to Berlin at the Friedrich Wilhelm University. Since 1918 Heymann was a regular member of the Prussian Academy of Sciences. From 1926 to 1938 he was secretary of the Philosophical and Historical Class of the Academy. He acted as Vice President from 1939 to 1942. Heymann was longtime chairman of the Academy commissions ""German Law Dictionary"", ""German Commission"" and "" Vocabularium Iurisprudentiae Romanae "" and justice expert of the Academy.",0
"Willie King (March 18, 1943 – March 27, 1988) was an American blues and soul singer, songwriter and guitarist. He is best known for his collaborations with Muddy Waters and Willie Dixon, as well as for his work with the Chicago blues scene of the late 1960s and early 1970s.  King was born in Memphis, Tennessee, United States, in 1943. He began playing guitar at a young age, and his early influences included B.B. King and Muddy Waters. In the early 1960s, he moved to Chicago to join the city's blues scene, where he worked with such influential musicians as Dixon, Little Walter, Buddy Guy and Junior Wells. His recordings with these musicians were influential on subsequent blues performers. In the mid-1970s, King moved to France to take a break from music but returned to release several albums in the 1980s. He died of liver cancer in 1988.  King has been cited as an important influence on contemporaries such as Eric Clapton and Stevie Ray Vaughan. He has been inducted into the Blues Foundation Hall of Fame and the Rock and Roll Hall of Fame, and has been awarded several Grammy Awards.",1
" Greetings, visitor from another planet!  Pollution refers to the presence or introduction of harmful substances into the environment that cause damage to living organisms, ecosystems, and the natural balance of the planet.  On our planet, pollution can come in many forms such as air pollution, water pollution, soil pollution, and even noise pollution. These pollutants can be released into the environment by various human activities such as industrial processes, transportation, and energy production, as well as natural phenomena such as volcanic eruptions and wildfires.  Pollution can have severe consequences for all living beings on Earth. For example, air pollution can lead to respiratory diseases, water pollution can make drinking water unsafe, and soil pollution can lead to reduced crop yields and ecological damage. Additionally, pollution can contribute to climate change, which can have catastrophic consequences for the planet as a whole.  To mitigate the effects of pollution, many individuals and organizations on our planet are working to reduce their impact on the environment through actions such as reducing waste, using renewable energy sources, and promoting sustainable practices.    ",1
" Brushing your teeth is an essential part of your daily oral hygiene routine. Here's a step-by-step guide on how to brush your teeth properly:  Choose the right toothbrush: Select a toothbrush with soft bristles and a small head that fits comfortably in your mouth. Make sure to replace your toothbrush every three to four months or sooner if the bristles start to fray.  Apply toothpaste: Apply a pea-sized amount of fluoride toothpaste on your toothbrush. Fluoride helps strengthen your teeth and prevent tooth decay.  Wet your toothbrush: Wet your toothbrush under running water.  Position your toothbrush: Hold your toothbrush against your teeth at a 45-degree angle to the gum line.  Brush your teeth: Use gentle circular motions to brush the fronts, backs, and tops of your teeth. Be sure to brush all surfaces of your teeth, including the outer, inner, and chewing surfaces. Brush your tongue gently to remove bacteria and freshen your breath.  Spit and rinse: Spit out the toothpaste and rinse your mouth thoroughly with water.  Clean your toothbrush: Rinse your toothbrush under running water and store it in an upright position to air dry.  Repeat twice a day: Brush your teeth at least twice a day for two minutes each time, ideally after breakfast and before bed.  Remember to floss your teeth at least once a day to remove plaque and food particles from between your teeth and under your gum line. Additionally, schedule regular dental checkups and cleanings with your dentist to maintain good oral health.        ",1
"Oh shape, why do you intrigue me so?
A form so unique, with sides in tow.
From circles to squares, and everything in between,
There's not a shape that I haven't seen.

But one in particular stands out to me,
Its curves and proportions so perfectly.
It's got a name, the ellipse they say,
A shape that I can admire all day.

With two foci and a symmetrical curve,
The ellipse's beauty is hard to swerve.
It's found in nature, and man-made too,
From the orbits of planets to a pond's view.

The ellipse, you see, is not just a shape,
It's a symbol of balance and without an escape.
It's the shape that represents the universe's motion,
A shape so perfect it commands devotion.

So here's to the ellipse, my shape of delight,
A form so intriguing, it's always a sight.
I'll continue to admire its curves with glee,
And marvel at its beauty for all eternity.",1
"The crash of Alitalia Flight 618 was a fatal air crash that occurred on 31 October 1978, near Rome, Italy. The aircraft, a McDonnell Douglas DC-9-30 jetliner, was en route from Tel Aviv, Israel to Rome, Italy with 154 passengers and 6 crew members on board. Shortly after takeoff from Rome's Fiumicino Airport, the aircraft crashed into a mountain, killing all onboard.  The cause of the accident is still under investigation, with various theories put forward including a possible high-speed stall or loss of control. The flight data recorder and cockpit voice recorder were not recovered and have not been fully analyzed.",1
"Gerald David ""Lorenzo"" Music (May 2, 1937 – August 4, 2001) was an American actor, producer and writer. Music began his career in the 1960s as a writer and a regular performer on The Smothers Brothers Comedy Hour. In the 1970s, Music co-created the sitcom The Bob Newhart Show with David Davis and composed its theme music with his wife, Henrietta. He also wrote episodes for The Mary Tyler Moore Show and Rhoda, and got his major voiceover role for playing the unseen, but often heard, Carlton the Doorman in Rhoda. Music gained fame in the 1980s for voicing Jim Davis' comic strip character Garfield on twelve animated specials, and later in cartoons, video games, and commercials until his death in 2001. Music's distinctive voice of Garfield is still often used in animated specials in his legacy. Early life Gerald David Music was born on May 2, 1937 in Brooklyn, New York. He was six years old when his family moved to Duluth, Minnesota, for his father's job at one of the shipyards.",0
"Change is an elusive wave
It haunts, it inspires, it saves
It carries us through a sea of time
And leads us to worlds, both sublime and divine

Change is the wind that shifts our sails
It whispers, it pulls, it propels
It takes us from familiar shores
And opens up new horizons and doors

Change is the flame that ignites our souls
It burns, it transforms, it controls
It reveals our strengths and weaknesses alike
And sets us on a path towards our true self-like

Change is the seed that grows within
It sprouts, it blooms, it wins
It transforms our thoughts and feelings deep
And grants us a new outlook to keep

Change is the rhythm of life’s dance
It moves, it flows, it takes a chance
It creates a symphony of destiny
And shows us the world’s true complexity

For change is the essence of all things
It challenges, it shapes, it sings
It is the magic that makes life worth
And enables us to evolve on this earth.",1
"Sperry is a surname. Notable people with the surname include: Armstrong Sperry (1897–1976), American author and illustrator Brett Sperry (contemporary), American video game designer Carlos A. Sperry, Democratic President of the West Virginia Senate from Greenbrier County, served 1872–1872 Charles Stillman Sperry (1847–1911), an officer in the United States Navy Chris Sperry (born 1965), American college baseball coach Elmer Ambrose Sperry (1860–1930), American inventor and entrepreneur, founder of Sperry Gyroscope Company, father of Lawrence Sperry E. Frank Sperry (1843–1916), Mayor of Orlando James Sperry (1910–1997), English cricketer John Sperry (1924–2012), Anglican Bishop Joseph Evans Sperry (1854–1930), American architect Lawrence Sperry (1892–c. 1923), American aviation pioneer, son of Elmer Ambrose Sperry Lewis Sperry (1848–1922), United States Representative from Connecticut Mário Sperry (born 1966), Brazilian martial artist Nehemiah D. Sperry (1827–1911), United States Representative from Connecticut Neil Sperry, Texas gardening and horticulture expert Paul A. Sperry (1895–1982), American inventor and businessman, founder of Sperry Top-Sider Roger Wolcott Sperry (1913–1994), American neurobiologist, psychologist and Nobel laureate Thomas Sperry (c. 1864 – 1913), American businessman and co-founder of S&H Green Stamps William Miller Sperry, namesake of William Miller Sperry Observatory, brother of Thomas Sperry",0
"Oscar Moore (23 March 1960 – 12 September 1996) was a British journalist and the author of one novel, A Matter of Life and Sex, published in 1991 originally under the pseudonym Alec F. Moran (an anagram for roman à clef). He grew up in London and was educated at the independent The Haberdashers' Aske's Boys' School, going on to read English at Pembroke College, Cambridge, graduating in 1982. He worked as a journalist and critic, under his own name and various pseudonyms, to such magazines as Time Out, I-D, The Times, Punch, The Evening Standard, and The Fred Magazine (in which his novel was first serialised). He was editor of The Business of Film magazine during the mid-1980s, and served as editor of the journal Screen International from 1991 until his death. A Matter of Life and Sex is an autobiographical novel recounting the coming of age of a gay man, Hugo Harvey, who engages in sex from a young age and later, during college, works at least part-time as a prostitute, contracting HIV/AIDS in the mid-1980s before the advent of effective anti-HIV drugs. The novel describes the protagonist's relationships with his family (most significantly with his mother), his school friends, his casual sex mates, and with other friends battling HIV/AIDS. Moore himself has been described as ""handsome, bright, witty, and gay,"" and worked occasionally as a male escort in addition to his magazine work. He lived with HIV for the last 13 years of his life, and from 1994 to 1996 wrote a regular column for The Guardian entitled ""PWA (Person With AIDS).""  Moore lost his sight owing to his HIV infection and died of AIDS-related illness in 1996 at the age of 36. A book collecting his ""PWA"" columns was published a month after his death. A stage adaptation was produced in London in 2001.",0
"Let's Bowl is a scripted bowling game show that aired on the Comedy Central television network from 2001 to 2002 after a brief run on several TV stations across the U.S. in the mid-1990s, the first three being Minneapolis-St. Paul stations: KXLI-TV 41 (Now KPXM-TV), KLGT-TV 23 (now WUCW), and KARE channel 11. Overview Hosts Steve ""Chopper"" Sedahl (himself) and Wally Hotvedt (Rich Kronfeld) wore outfits and headsets reminiscent of sportscasters of the 1970s and early 1980s, and did play-by-play as contestants bowled against each other. Described as a cross between The People's Court and Bowling for Dollars, the show had participants play against each other to settle feuds and win nearly worthless prizes. For example, in the second 1998 episode, a player received merchandise for a radio station that had been defunct for two years. Gift certificates for Old Country Buffet were common that year. Another episode gave a foodservice-sized can of tuna to the runner up, while the winner received a 2 gallon consumer-strength jug of Roundup.",0
"what am I ganna do ? psychology, freshman seminar, all I can do is smoke a cigarette. gosh, am I really ganna get cancer? I hear that every cigarette you smoke takes 5 minutes off your life. my hair is getting long. I wish I could have long hair like Rapunzel. the blonde lady on the wallpaper of my old house. in the guest bathroom. she sat on an elephant. surrounded by trees and shrubbery. god how I used to want to be that lady. I remember as a little girl standing in that bathroom, staring at the wall and at myself in the mirror. where does time go? am I ganna be able to pull off this college business? a computer that is so stubborn. I have no clue how to use computers! I wish I was in all writing classes. I have so much homework. how am I ganna get into the school of communications? do I want to be an english major? gees! 10 hours at the sorority house a week! I wonder if I'll be able to concentrate there. the sound of the paper on my cigarette burning as I inhale. that sketches me out. I need to quit. I need to study. so, there was the door. I got a ticket to the game. what game? I have no clue! football? basketball? I have no clue! I need to get my act together. damn, I'm out of cigerettes. the food downstairs makes me nautious. I wonder if anyone reads this. hello, my name is natalie, my friends call me nat. there are 2 of us. nat berg and nat lep. pronounced ""leap"". both h-town girls. this floor is hard. scratchy, dirty, blue-gray carpet. we had a roach last night. julie is allergic to roaches. that was dad on the phone. sounds kind of pissed. we are going to los angeles for Rosh Hashana. Daniel is there. I can't believe he has mono. that is crazy. he decieded to rush. there is only one jewish fraturnity there. it is so diferent there. beautiful weather. I hate the winter. I hope by then I'll feel better about my classes. I'm so scared. so scared. maybe everyone feels overwhelmed. ut is so huge. how am I supposed to make good grades? I don't even know how to get to class. I'm ganna die.",0
"In combat sports such as boxing, an orthodox stance is a standing position with the feet slightly wider than shoulder-width, the weight shifted towards the ball of the foot, and the hands held close to the body.  The orthodox stance is considered to be one of the most effective stances in boxing. It allows a boxer to cover more ground with their footwork, and also keep their opponent at a distance by preventing them from landing clean punches.",1
" The current U.S. tax system is progressive, which means that individuals with higher incomes pay a higher percentage of their income in taxes than those with lower incomes. The argument for a flat tax system is that it would simplify the tax code and create a fairer system in which everyone pays the same percentage of their income in taxes.  Proponents of the flat tax argue that it would eliminate the need for complicated tax forms and reduce the compliance costs associated with the current system. They also argue that it would be fairer because everyone would be contributing the same percentage of their income, regardless of their income level.  However, opponents of the flat tax argue that it would disproportionately benefit the wealthy and hurt low-income individuals. Under a flat tax system, individuals with high incomes would pay a lower percentage of their income in taxes than they currently do, while low-income individuals would pay a higher percentage of their income in taxes. This could exacerbate income inequality and make it harder for low-income individuals to make ends meet.  Furthermore, the current progressive tax system is designed to provide a safety net for those who are struggling financially. For example, low-income individuals are often eligible for tax credits and other benefits that can help them make ends meet. A flat tax system would eliminate these benefits, making it harder for low-income individuals to get by.  In conclusion, the choice between a progressive and flat tax system ultimately comes down to values and priorities. While a flat tax system may simplify the tax code, it may also exacerbate income inequality and hurt low-income individuals. The current progressive tax system, while more complicated, is designed to provide a safety net for those who are struggling financially.      ",1
"Oh, the colors of the flowers
Are a sight to behold
They sparkle and shine in the sun
And radiate beauty to behold

There's crimson-red roses so fair
And daffodils so bright and yellow
Lilacs that bloom in the cool spring air
And pansies that look so mellow

The tulips in pink, yellow, and red
Are like a rainbow in the ground
And forget-me-nots, blue and true
Are like a little piece of heaven found

So let us celebrate each petal
Each color that blooms so bright
For they add beauty to our world
And fill our hearts with delight.",1
